order_id,product_id,product_name,customer_id,quantity,price,order_date
O000128,P142,Gaming Headset 142,C1409,4,192000,2025-03-09
O000129,P191,Power Bank 191,C1355,3,117000,2025-03-12
O000130,P180,Power Bank 180,C1110,3,154000,2025-02-28
O000131,P065,Laptop Stand 065,C0495,2,310000,2025-01-30
O000132,P081,Gaming Headset 081,C2195,2,282000,2025-01-16
O000133,P050,Mechanical Keyboard 050,C1984,3,167000,2025-01-28
O000134,P186,Bluetooth Speaker 186,C2149,5,54000,2025-03-17
O000135,P073,Tablet Case 073,C0796,3,320000,2025-01-13
O000136,P059,Smart Watch 059,C0735,3,431000,2025-02-16
O000137,P004,USB-C Cable 004,C2188,2,396000,2025-04-01
O000138,P071,Bluetooth Speaker 071,C0224,5,247000,2025-01-06
O000139,P075,Wireless Mouse 075,C0518,4,398000,2025-03-31
O000140,P027,USB-C Cable 027,C0051,5,243000,2025-04-22
O000141,P073,Tablet Case 073,C1961,4,320000,2025-03-02
O000142,P088,Portable SSD 088,C0211,3,128000,2025-01-24
O000143,P123,Power Bank 123,C0268,4,392000,2025-01-15
O000144,P126,Desk Lamp 126,C2364,1,345000,2025-01-10
O000145,P039,Monitor 27 inch 039,C2306,3,133000,2025-01-20
O000146,P022,USB-C Cable 022,C0486,5,233000,2025-02-01
O000147,P196,Office Chair 196,C2484,5,410000,2025-02-23
O000148,P159,Phone Case 159,C2141,4,129000,2025-01-29
O000149,P116,Smart Watch 116,C1814,3,351000,2025-04-27
O000150,P151,Phone Case 151,C1251,5,159000,2025-02-24
O000151,P159,Phone Case 159,C2498,1,129000,2025-01-08
O000152,P196,Office Chair 196,C2563,2,410000,2025-01-27
O000153,P068,USB-C Cable 068,C0333,2,128000,2025-03-26
O000154,P062,Desk Lamp 062,C2261,1,269000,2025-01-23
O000155,P041,Portable SSD 041,C1674,4,393000,2025-01-01
O000156,P177,Wireless Charger 177,C1925,3,386000,2025-03-18
O000157,P009,Smart Watch 009,C1181,3,308000,2025-01-30
O000158,P180,Power Bank 180,C1860,1,154000,2025-04-21
O000159,P176,Microphone 176,C1084,5,91000,2025-01-30
O000160,P170,Gaming Headset 170,C0811,4,85000,2025-04-13
O000161,P030,Microphone 030,C0921,2,491000,2025-03-11
O000162,P069,Gaming Headset 069,C0583,1,455000,2025-04-16
O000163,P016,Gaming Headset 016,C1260,5,407000,2025-01-22
O000164,P192,Monitor 27 inch 192,C2332,3,85000,2025-04-16
O000165,P113,Smart Watch 113,C1920,3,82000,2025-01-16
O000166,P180,Power Bank 180,C1116,5,154000,2025-02-21
O000167,P139,Portable SSD 139,C1794,1,147000,2025-03-05
O000168,P154,Wireless Mouse 154,C1770,3,249000,2025-01-06
O000169,P155,Power Bank 155,C0106,1,451000,2025-02-02
O000170,P059,Smart Watch 059,C2357,5,431000,2025-03-28
O000171,P006,Desk Lamp 006,C2754,3,266000,2025-04-08
O000172,P148,Wireless Mouse 148,C0718,4,97000,2025-01-06
O000173,P133,Tablet Case 133,C1812,3,492000,2025-03-25
O000174,P047,Power Bank 047,C1786,4,377000,2025-03-16
O000175,P024,Power Bank 024,C1426,4,463000,2025-03-02
O000176,P086,Webcam 086,C2745,1,480000,2025-02-11
O000177,P042,Power Bank 042,C1687,4,409000,2025-02-12
O000178,P074,Power Bank 074,C1641,5,333000,2025-03-26
O000179,P010,Microphone 010,C0361,3,63000,2025-02-28
O000180,P065,Laptop Stand 065,C0475,4,310000,2025-02-11
O000181,P132,Wireless Charger 132,C0005,5,260000,2025-04-16
O000182,P119,Mechanical Keyboard 119,C0223,2,167000,2025-02-22
O000183,P133,Tablet Case 133,C2551,4,492000,2025-02-16
O000184,P161,Portable SSD 161,C0212,2,79000,2025-02-26
O000185,P069,Gaming Headset 069,C0537,3,455000,2025-03-12
O000186,P113,Smart Watch 113,C2861,4,82000,2025-04-23
O000187,P032,Portable SSD 032,C2581,5,410000,2025-01-04
O000188,P062,Desk Lamp 062,C0649,3,269000,2025-04-01
O000189,P142,Gaming Headset 142,C2263,4,192000,2025-01-02
O000190,P024,Power Bank 024,C0465,4,463000,2025-01-29
O000191,P031,Monitor 27 inch 031,C0631,4,345000,2025-03-24
O000192,P184,Webcam 184,C2085,3,284000,2025-02-07
O000193,P107,Portable SSD 107,C1977,4,326000,2025-04-17
O000194,P063,Desk Lamp 063,C2258,2,254000,2025-02-28
O000195,P099,Phone Case 099,C2456,5,467000,2025-01-25
O000196,P192,Monitor 27 inch 192,C0560,1,85000,2025-04-23
O000197,P071,Bluetooth Speaker 071,C1700,3,247000,2025-04-09
O000198,P130,USB-C Cable 130,C0011,3,99000,2025-02-04
O000199,P186,Bluetooth Speaker 186,C2405,5,54000,2025-02-08
O000200,P169,Bluetooth Speaker 169,C0609,4,485000,2025-03-04
O000201,P138,USB-C Cable 138,C1414,3,177000,2025-03-03
O000202,P142,Gaming Headset 142,C2226,4,192000,2025-04-08
O000203,P117,Smart Watch 117,C1319,2,53000,2025-04-30
O000204,P179,HDMI Cable 179,C2343,4,211000,2025-01-31
O000205,P060,Office Chair 060,C1683,1,325000,2025-04-20
O000206,P082,Wireless Mouse 082,C1938,4,419000,2025-04-06
O000207,P099,Phone Case 099,C2671,2,467000,2025-03-26
O000208,P127,Phone Case 127,C0518,5,174000,2025-01-05
O000209,P152,External HDD 152,C0412,4,80000,2025-02-12
O000210,P026,Tablet Case 026,C1872,1,324000,2025-03-09
O000211,P185,Monitor 24 inch 185,C1680,2,434000,2025-01-19
O000212,P020,Monitor 24 inch 020,C1086,3,102000,2025-03-02
O000213,P160,Portable SSD 160,C1629,1,201000,2025-03-30
O000214,P085,USB-C Cable 085,C2763,5,495000,2025-04-20
O000215,P098,Bluetooth Speaker 098,C2568,4,424000,2025-02-10
O000216,P139,Portable SSD 139,C2530,1,147000,2025-01-05
O000217,P061,Power Bank 061,C2804,3,432000,2025-03-22
O000218,P059,Smart Watch 059,C0371,4,431000,2025-04-06
O000219,P026,Tablet Case 026,C2596,1,324000,2025-04-08
O000220,P114,Monitor 24 inch 114,C2843,3,60000,2025-01-22
O000221,P008,Bluetooth Speaker 008,C1329,1,161000,2025-01-06
O000222,P076,USB-C Cable 076,C1536,4,399000,2025-02-15
O000223,P038,Power Bank 038,C2176,4,282000,2025-02-01
O000224,P145,Office Chair 145,C0738,2,100000,2025-03-29
O000225,P045,Smart Watch 045,C2497,4,133000,2025-01-11
O000226,P159,Phone Case 159,C0987,4,129000,2025-03-29
O000227,P150,Wireless Charger 150,C0952,4,298000,2025-01-19
O000228,P164,Monitor 24 inch 164,C1883,3,79000,2025-02-02
O000229,P171,Microphone 171,C1906,3,84000,2025-01-02
O000230,P174,Smart Watch 174,C0648,1,346000,2025-03-11
O000231,P114,Monitor 24 inch 114,C1416,5,60000,2025-05-01
O000232,P077,Office Chair 077,C1738,3,434000,2025-03-23
O000233,P117,Smart Watch 117,C1238,2,53000,2025-04-19
O000234,P099,Phone Case 099,C1980,1,467000,2025-04-20
O000235,P061,Power Bank 061,C2343,3,432000,2025-02-18
O000236,P148,Wireless Mouse 148,C2865,3,97000,2025-02-07
O000237,P006,Desk Lamp 006,C2697,4,266000,2025-04-17
O000238,P071,Bluetooth Speaker 071,C2319,1,247000,2025-01-02
O000239,P156,Tablet Case 156,C2035,3,196000,2025-04-06
O000240,P199,Office Chair 199,C0943,5,203000,2025-04-13
O000241,P091,HDMI Cable 091,C2608,2,50000,2025-01-29
O000242,P159,Phone Case 159,C2777,2,129000,2025-02-02
O000243,P161,Portable SSD 161,C2571,1,79000,2025-01-13
O000244,P080,Webcam 080,C1806,1,272000,2025-04-11
O000245,P149,Smart Watch 149,C3000,2,135000,2025-02-16
O000246,P024,Power Bank 024,C1209,3,463000,2025-04-27
O000247,P192,Monitor 27 inch 192,C0720,2,85000,2025-02-23
O000248,P034,Smart Watch 034,C2210,3,445000,2025-04-11
O000249,P136,External HDD 136,C1117,2,422000,2025-03-06
O000250,P066,Phone Case 066,C1974,3,96000,2025-04-27
O000251,P192,Monitor 27 inch 192,C1388,1,85000,2025-04-22
O000252,P120,Bluetooth Speaker 120,C0577,2,66000,2025-01-10
O000253,P174,Smart Watch 174,C2763,4,346000,2025-04-03
O000254,P143,Tablet Case 143,C0370,4,177000,2025-02-16
O000255,P004,USB-C Cable 004,C2198,1,396000,2025-02-03
O000256,P117,Smart Watch 117,C2756,3,53000,2025-02-17
O000257,P150,Wireless Charger 150,C2616,3,298000,2025-02-18
O000258,P028,Bluetooth Speaker 028,C0958,4,332000,2025-03-28
O000259,P007,Mechanical Keyboard 007,C2300,3,65000,2025-03-21
O000260,P157,Wireless Charger 157,C2653,1,406000,2025-01-29
O000261,P163,Office Chair 163,C1902,3,81000,2025-04-16
O000262,P167,HDMI Cable 167,C0478,2,130000,2025-02-22
O000263,P012,Office Chair 012,C1247,4,264000,2025-01-05
O000264,P030,Microphone 030,C0962,5,491000,2025-01-13
O000265,P035,Webcam 035,C1859,3,90000,2025-02-19
O000266,P172,Smart Watch 172,C2853,5,256000,2025-04-06
O000267,P108,Portable SSD 108,C2977,2,415000,2025-03-17
O000268,P107,Portable SSD 107,C0406,4,326000,2025-03-25
O000269,P158,Office Chair 158,C1146,1,388000,2025-02-22
O000270,P177,Wireless Charger 177,C0890,4,386000,2025-02-17
O000271,P114,Monitor 24 inch 114,C1486,1,60000,2025-01-31
O000272,P176,Microphone 176,C2231,3,91000,2025-02-17
O000273,P016,Gaming Headset 016,C1131,2,407000,2025-02-20
O000274,P032,Portable SSD 032,C1863,1,410000,2025-04-19
O000275,P170,Gaming Headset 170,C2629,5,85000,2025-01-28
O000276,P006,Desk Lamp 006,C1367,2,266000,2025-01-07
O000277,P033,Bluetooth Speaker 033,C2313,2,73000,2025-04-11
O000278,P018,Power Bank 018,C2271,2,129000,2025-04-17
O000279,P151,Phone Case 151,C0955,3,159000,2025-01-28
O000280,P199,Office Chair 199,C2442,1,203000,2025-01-19
O000281,P071,Bluetooth Speaker 071,C0593,2,247000,2025-04-20
O000282,P139,Portable SSD 139,C0715,1,147000,2025-02-02
O000283,P170,Gaming Headset 170,C0106,2,85000,2025-04-21
O000284,P004,USB-C Cable 004,C0975,5,396000,2025-02-15
O000285,P083,Power Bank 083,C0714,3,306000,2025-01-03
O000286,P014,Desk Lamp 014,C1725,5,192000,2025-01-17
O000287,P030,Microphone 030,C0261,4,491000,2025-04-06
O000288,P115,Desk Lamp 115,C1483,5,333000,2025-04-10
O000289,P152,External HDD 152,C1852,5,80000,2025-01-14
O000290,P057,Tablet Case 057,C0178,5,123000,2025-03-20
O000291,P078,Power Bank 078,C2636,1,443000,2025-02-28
O000292,P016,Gaming Headset 016,C1646,4,407000,2025-03-03
O000293,P176,Microphone 176,C2009,4,91000,2025-01-14
O000294,P019,Portable SSD 019,C0331,3,440000,2025-04-26
O000295,P156,Tablet Case 156,C0270,2,196000,2025-01-19
O000296,P071,Bluetooth Speaker 071,C2594,5,247000,2025-03-21
O000297,P141,Laptop Stand 141,C1332,4,266000,2025-04-02
O000298,P153,Gaming Headset 153,C1208,4,244000,2025-03-09
O000299,P130,USB-C Cable 130,C1763,1,99000,2025-03-19
O000300,P180,Power Bank 180,C2682,5,154000,2025-01-15
O000301,P185,Monitor 24 inch 185,C0881,4,434000,2025-04-21
O000302,P116,Smart Watch 116,C0936,4,351000,2025-04-24
O000303,P087,HDMI Cable 087,C1858,4,361000,2025-04-16
O000304,P107,Portable SSD 107,C0390,3,326000,2025-04-04
O000305,P110,Monitor 27 inch 110,C2725,3,274000,2025-02-10
O000306,P096,Mechanical Keyboard 096,C2814,4,173000,2025-01-20
O000307,P018,Power Bank 018,C0350,1,129000,2025-01-12
O000308,P111,HDMI Cable 111,C1527,2,281000,2025-01-13
O000309,P143,Tablet Case 143,C2403,5,177000,2025-01-08
O000310,P144,Bluetooth Speaker 144,C2745,1,276000,2025-02-12
O000311,P106,Microphone 106,C2726,4,266000,2025-02-15
O000312,P185,Monitor 24 inch 185,C1179,5,434000,2025-01-07
O000313,P080,Webcam 080,C0425,5,272000,2025-02-15
O000314,P130,USB-C Cable 130,C0634,4,99000,2025-01-28
O000315,P058,Power Bank 058,C0444,3,121000,2025-04-19
O000316,P143,Tablet Case 143,C0471,3,177000,2025-02-17
O000317,P147,Office Chair 147,C1758,5,478000,2025-01-29
O000318,P197,Webcam 197,C2547,5,363000,2025-04-15
O000319,P173,USB-C Cable 173,C2281,1,341000,2025-03-24
O000320,P156,Tablet Case 156,C2695,3,196000,2025-04-29
O000321,P008,Bluetooth Speaker 008,C1120,3,161000,2025-01-24
O000322,P087,HDMI Cable 087,C0026,2,361000,2025-02-14
O000323,P037,USB-C Cable 037,C2693,4,244000,2025-03-14
O000324,P018,Power Bank 018,C2594,1,129000,2025-01-19
O000325,P024,Power Bank 024,C2173,2,463000,2025-04-06
O000326,P097,Desk Lamp 097,C1859,3,90000,2025-02-23
O000327,P041,Portable SSD 041,C1277,3,393000,2025-02-17
O000328,P199,Office Chair 199,C2325,5,203000,2025-05-01
O000329,P022,USB-C Cable 022,C0216,2,233000,2025-04-24
O000330,P041,Portable SSD 041,C2531,1,393000,2025-04-07
O000331,P173,USB-C Cable 173,C1115,4,341000,2025-01-11
O000332,P170,Gaming Headset 170,C1990,5,85000,2025-02-24
O000333,P114,Monitor 24 inch 114,C1119,2,60000,2025-02-23
O000334,P194,Webcam 194,C0467,3,130000,2025-03-07
O000335,P111,HDMI Cable 111,C1161,5,281000,2025-01-15
O000336,P125,Office Chair 125,C2733,3,117000,2025-03-09
O000337,P012,Office Chair 012,C1619,5,264000,2025-01-29
O000338,P015,Wireless Mouse 015,C0838,3,438000,2025-01-01
O000339,P055,Monitor 24 inch 055,C0563,3,158000,2025-04-09
O000340,P075,Wireless Mouse 075,C0492,1,398000,2025-02-11
O000341,P128,Phone Case 128,C1764,2,463000,2025-04-06
O000342,P034,Smart Watch 034,C2182,2,445000,2025-02-18
O000343,P129,Wireless Charger 129,C2737,3,147000,2025-03-13
O000344,P019,Portable SSD 019,C0174,4,440000,2025-02-20
O000345,P005,Office Chair 005,C0319,3,94000,2025-02-28
O000346,P148,Wireless Mouse 148,C2349,4,97000,2025-02-24
O000347,P182,Power Bank 182,C1711,3,252000,2025-03-23
O000348,P030,Microphone 030,C0086,3,491000,2025-02-21
O000349,P044,Gaming Headset 044,C2532,4,323000,2025-04-13
O000350,P177,Wireless Charger 177,C1483,1,386000,2025-04-28
O000351,P112,USB-C Cable 112,C0434,2,176000,2025-04-19
O000352,P112,USB-C Cable 112,C1641,5,176000,2025-03-17
O000353,P021,Bluetooth Speaker 021,C1271,3,244000,2025-02-20
O000354,P057,Tablet Case 057,C0689,1,123000,2025-02-12
O000355,P131,Wireless Charger 131,C0468,5,231000,2025-03-23
O000356,P131,Wireless Charger 131,C1432,3,231000,2025-01-25
O000357,P187,Tablet Case 187,C2644,2,368000,2025-04-15
O000358,P061,Power Bank 061,C0600,3,432000,2025-01-14
O000359,P051,Mechanical Keyboard 051,C2468,2,462000,2025-01-23
O000360,P195,Tablet Case 195,C2685,1,476000,2025-04-08
O000361,P046,Tablet Case 046,C2573,4,244000,2025-04-09
O000362,P119,Mechanical Keyboard 119,C2310,5,167000,2025-04-07
O000363,P115,Desk Lamp 115,C2313,5,333000,2025-03-29
O000364,P083,Power Bank 083,C2570,3,306000,2025-04-21
O000365,P039,Monitor 27 inch 039,C0280,4,133000,2025-02-26
O000366,P114,Monitor 24 inch 114,C1241,3,60000,2025-03-22
O000367,P152,External HDD 152,C1442,5,80000,2025-01-08
O000368,P019,Portable SSD 019,C1892,4,440000,2025-02-09
O000369,P010,Microphone 010,C1511,3,63000,2025-01-08
O000370,P020,Monitor 24 inch 020,C0370,5,102000,2025-03-24
O000371,P153,Gaming Headset 153,C1575,4,244000,2025-03-06
O000372,P149,Smart Watch 149,C0169,4,135000,2025-03-12
O000373,P147,Office Chair 147,C0772,3,478000,2025-03-25
O000374,P155,Power Bank 155,C2054,2,451000,2025-03-02
O000375,P016,Gaming Headset 016,C0424,3,407000,2025-02-27
O000376,P183,Laptop Stand 183,C2067,2,393000,2025-01-11
O000377,P011,Office Chair 011,C2899,4,151000,2025-02-01
O000378,P113,Smart Watch 113,C2142,5,82000,2025-03-09
O000379,P041,Portable SSD 041,C1528,3,393000,2025-02-16
O000380,P100,Bluetooth Speaker 100,C1386,5,439000,2025-02-22
O000381,P014,Desk Lamp 014,C2585,3,192000,2025-04-12
O000382,P017,Wireless Charger 017,C0388,5,224000,2025-02-12
O000383,P174,Smart Watch 174,C1164,3,346000,2025-02-19
O000384,P186,Bluetooth Speaker 186,C2690,5,54000,2025-04-20
O000385,P039,Monitor 27 inch 039,C0334,5,133000,2025-02-12
O000386,P170,Gaming Headset 170,C1433,3,85000,2025-01-19
O000387,P168,Mechanical Keyboard 168,C2713,4,310000,2025-03-31
O000388,P034,Smart Watch 034,C2904,1,445000,2025-03-18
O000389,P080,Webcam 080,C1543,3,272000,2025-03-13
O000390,P033,Bluetooth Speaker 033,C2879,5,73000,2025-03-27
O000391,P024,Power Bank 024,C2747,4,463000,2025-03-24
O000392,P131,Wireless Charger 131,C0075,3,231000,2025-02-16
O000393,P080,Webcam 080,C0878,3,272000,2025-01-24
O000394,P197,Webcam 197,C0787,2,363000,2025-03-04
O000395,P036,Smart Watch 036,C0317,3,493000,2025-01-20
O000396,P026,Tablet Case 026,C2211,5,324000,2025-03-06
O000397,P010,Microphone 010,C1380,5,63000,2025-03-26
O000398,P034,Smart Watch 034,C1544,2,445000,2025-03-18
O000399,P042,Power Bank 042,C2838,5,409000,2025-01-24
O000400,P043,Bluetooth Speaker 043,C1793,1,361000,2025-04-03
O000401,P106,Microphone 106,C2771,2,266000,2025-02-16
O000402,P114,Monitor 24 inch 114,C1168,4,60000,2025-03-20
O000403,P060,Office Chair 060,C0980,3,325000,2025-03-10
O000404,P121,Monitor 24 inch 121,C0795,3,86000,2025-04-26
O000405,P174,Smart Watch 174,C1805,4,346000,2025-03-15
O000406,P197,Webcam 197,C1565,5,363000,2025-02-06
O000407,P136,External HDD 136,C0664,2,422000,2025-02-23
O000408,P155,Power Bank 155,C1025,1,451000,2025-01-18
O000409,P165,Mechanical Keyboard 165,C1521,5,349000,2025-03-03
O000410,P027,USB-C Cable 027,C2114,1,243000,2025-04-02
O000411,P073,Tablet Case 073,C0657,3,320000,2025-01-11
O000412,P116,Smart Watch 116,C2103,2,351000,2025-04-26
O000413,P112,USB-C Cable 112,C0910,4,176000,2025-01-12
O000414,P090,Gaming Headset 090,C0110,4,326000,2025-04-30
O000415,P014,Desk Lamp 014,C2057,3,192000,2025-02-20
O000416,P061,Power Bank 061,C0335,3,432000,2025-02-19
O000417,P058,Power Bank 058,C1306,1,121000,2025-01-04
O000418,P183,Laptop Stand 183,C1374,2,393000,2025-03-25
O000419,P036,Smart Watch 036,C1176,4,493000,2025-01-05
O000420,P179,HDMI Cable 179,C0569,4,211000,2025-04-17
O000421,P115,Desk Lamp 115,C0022,1,333000,2025-03-20
O000422,P005,Office Chair 005,C0884,2,94000,2025-02-02
O000423,P141,Laptop Stand 141,C2979,5,266000,2025-05-01
O000424,P136,External HDD 136,C0456,3,422000,2025-02-24
O000425,P061,Power Bank 061,C0500,1,432000,2025-02-08
O000426,P062,Desk Lamp 062,C2618,5,269000,2025-02-23
O000427,P118,Bluetooth Speaker 118,C0455,4,412000,2025-01-09
